"Database","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GO-BP","GO:0034599","cellular response to oxidative stress",232,-0.689864890304851,-1.4467841974439,0.00148566557452181,0.400188935386019,0.400188935386019,990,"tags=4%, list=3%, signal=4%","257202/117/1421/1909/259/5563/2168/337/2880/22925",0.45505986738723
"GO-BP","GO:0019058","viral life cycle",281,0.520355667378065,1.44669668231236,0.00184098192293278,0.443508621316769,0.443508621316769,3494,"tags=21%, list=12%, signal=19%","282617/6355/5629/7113/6347/27074/91543/3434/8638/9636/4940/6614/4599/4938/10332/4939/11074/858/10410/117854/5610/89870/8519/5359/24138/56649/388646/3669/64135/684/9023/3965/85363/200315/55337/7124/51510/3428/551/9582/1956/103/388419/10581/1234/558/200316/57169/950/407007/7706/2838/3304/60489/6737/6590/1803/56829/27350",0.45505986738723
"GO-BP","GO:0043473","pigmentation",81,-0.740229099712998,-1.44649720253399,0.0205199324558721,0.914069718488849,0.914069718488848,2473,"tags=10%, list=9%, signal=9%","4935/5167/64284/357/4948/1909/6591/81285",0.352487857583619
"GO-BP","GO:0002639","positive regulation of immunoglobulin production",46,0.688212300509099,1.4457311550815,0.0422170031603499,1,1,2309,"tags=15%, list=8%, signal=14%","90865/100141515/3586/3567/3565/6375/7124",0.321775918075361
"GO-BP","GO:0032530","regulation of microvillus organization",16,-0.869873440179144,-1.44544989235804,0.04,1,1,90,"tags=6%, list=0%, signal=6%","10083",0.287857117255149
"GO-BP","GO:0048704","embryonic skeletal system morphogenesis",38,-0.807015061513429,-1.44430410402708,0.0319472990386688,1,1,2302,"tags=29%, list=8%, signal=27%","6899/116039/3227/3219/6495/7291/3225/3237/3235/3207/130497",0.321775918075361
"GO-BP","GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway",13,-0.912622657886802,-1.44417238938947,0.0110401378790249,0.741526462732232,0.741526462732232,97,"tags=8%, list=0%, signal=8%","149563",0.380730400722792
"GO-BP","GO:0009954","proximal/distal pattern formation",11,-0.907828688747685,-1.44379222334664,0.0204367067225145,0.914069718488849,0.914069718488848,1600,"tags=45%, list=6%, signal=43%","3219/3225/2736/3235/130497",0.352487857583619
"GO-BP","GO:0045995","regulation of embryonic development",83,-0.742683025504525,-1.44372093037281,0.0112262557164535,0.741526462732232,0.741526462732232,3124,"tags=11%, list=11%, signal=10%","3975/89780/3909/26011/4487/27330/3170/130497/284217",0.380730400722792
"GO-BP","GO:0019217","regulation of fatty acid metabolic process",95,-0.730976240540658,-1.44369102529191,0.0135714653345948,0.793651459082378,0.793651459082378,2857,"tags=15%, list=10%, signal=13%","341/2693/50487/10891/344/407039/8647/768218/33/7291/552/54575/337/54658",0.380730400722792
"GO-BP","GO:0018205","peptidyl-lysine modification",118,0.57604805656185,1.44294254527839,0.0194962591497098,0.904680818322326,0.904680818322326,1934,"tags=5%, list=7%, signal=5%","3713/2138/196541/64135/28999/5371",0.352487857583619
"GO-BP","GO:0006787","porphyrin-containing compound catabolic process",13,-0.911711800832661,-1.44273101096553,0.0113489479595062,0.741526462732232,0.741526462732232,768,"tags=23%, list=3%, signal=22%","259/2168/54658",0.380730400722792
"GO-BP","GO:0033015","tetrapyrrole catabolic process",13,-0.911711800832661,-1.44273101096553,0.0113489479595062,0.741526462732232,0.741526462732232,768,"tags=23%, list=3%, signal=22%","259/2168/54658",0.380730400722792
"GO-BP","GO:0050654","chondroitin sulfate proteoglycan metabolic process",32,-0.841459271289607,-1.44132419581409,0.0103322443741388,0.741526462732232,0.741526462732232,321,"tags=6%, list=1%, signal=6%","23553/83539",0.380730400722792
"GO-BP","GO:0032232","negative regulation of actin filament bundle assembly",33,-0.825357980634758,-1.44105967364861,0.0239520868229192,0.938403135825098,0.938403135825098,1840,"tags=15%, list=6%, signal=14%","4070/50944/79822/7082/4653",0.352487857583619
"GO-BP","GO:0009084","L-glutamine family amino acid biosynthetic process",17,-0.889717935435621,-1.4405514546492,0.0119397337612657,0.765466589831312,0.765466589831312,66,"tags=6%, list=0%, signal=6%","2346",0.380730400722792
"GO-BP","GO:0032305","positive regulation of icosanoid secretion",13,-0.909514451684899,-1.43925383346876,0.0130474054735827,0.783522596560964,0.783522596560964,233,"tags=15%, list=1%, signal=15%","1579/22925",0.380730400722792
"GO-BP","GO:0042491","inner ear auditory receptor cell differentiation",16,-0.864765345800138,-1.43696188234504,0.0416,1,1,90,"tags=6%, list=0%, signal=6%","10083",0.282013350011725
"GO-BP","GO:2001046","positive regulation of integrin-mediated signaling pathway",13,-0.907890593749346,-1.43668417253108,0.0144370545244945,0.800847930226678,0.800847930226678,796,"tags=15%, list=3%, signal=15%","2013/284217",0.380730400722792
"GO-BP","GO:1901992","positive regulation of mitotic cell cycle phase transition",85,0.604451551146803,1.43628406868786,0.0324083139404901,1,1,3052,"tags=9%, list=11%, signal=8%","8929/101243555/3741/1543/1956/51514/80174/407007",0.321775918075361
"GO-BP","GO:0090329","regulation of DNA-templated DNA replication",46,-0.804318881475467,-1.43527978642281,0.0140435317877493,0.793651459082378,0.793651459082378,428,"tags=4%, list=1%, signal=4%","345643/647309",0.380730400722792
"GO-BP","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",13,-0.905890099088394,-1.43351850583466,0.0153634879615763,0.806583117982756,0.806583117982756,1122,"tags=15%, list=4%, signal=15%","117531/374462",0.380730400722792
"GO-BP","GO:0099151","regulation of postsynaptic density assembly",16,-0.862648783664475,-1.43344483679582,0.0448,1,1,2028,"tags=19%, list=7%, signal=17%","2895/5789/869",0.271288554688953
"GO-BP","GO:1901334","lactone metabolic process",10,-0.910183542048962,-1.43291336178379,0.0375201439486956,1,1,1048,"tags=20%, list=4%, signal=19%","5444/5446",0.321775918075361
"GO-BP","GO:1902307","positive regulation of sodium ion transmembrane transport",19,-0.876537413165153,-1.43214415902608,0.00829205776431164,0.679364111015389,0.679364111015389,1853,"tags=21%, list=6%, signal=20%","65267/4842/5349/53828",0.380730400722792
"GO-BP","GO:0006857","oligopeptide transport",18,-0.881550021475952,-1.43194558271436,0.0168021513253745,0.845745880748696,0.845745880748696,32,"tags=6%, list=0%, signal=6%","6564",0.352487857583619
"GO-BP","GO:0021536","diencephalon development",39,-0.807304180595063,-1.43009507180514,0.0173377966724691,0.860834779423543,0.860834779423543,2144,"tags=26%, list=7%, signal=24%","9001/27023/5449/9037/2691/9723/2736/137814/6299/139411",0.352487857583619
"GO-BP","GO:1902476","chloride transmembrane transport",100,-0.726061367354344,-1.42954224594518,0.0103907313514952,0.741526462732232,0.741526462732232,1918,"tags=18%, list=7%, signal=17%","363/6557/203859/2741/4948/2563/9635/2569/2566/2557/2560/5349/56923/26285/2555/63982/2559/2567",0.380730400722792
"GO-BP","GO:0032303","regulation of icosanoid secretion",15,-0.89283269626624,-1.4295328182425,0.0266255479578876,0.990874822736575,0.990874822736575,233,"tags=13%, list=1%, signal=13%","1579/22925",0.352487857583619
"GO-BP","GO:0042310","vasoconstriction",64,-0.760178179692144,-1.42951658749227,0.0153287876306073,0.806583117982756,0.806583117982756,1294,"tags=12%, list=4%, signal=12%","3363/624/1909/79987/552/146/148/3352",0.380730400722792
"GO-BP","GO:0042939","tripeptide transport",11,-0.898833791263864,-1.42948692191928,0.0485762144053601,1,1,32,"tags=9%, list=0%, signal=9%","6564",0.266350657088526
"GO-BP","GO:0051497","negative regulation of stress fiber assembly",28,-0.84252210906361,-1.42861384619583,0.0216366858445768,0.92448349591658,0.92448349591658,1840,"tags=14%, list=6%, signal=13%","4070/79822/7082/4653",0.352487857583619
"GO-BP","GO:0052646","alditol phosphate metabolic process",10,-0.907258277721609,-1.42830808147739,0.0443939402781868,1,1,709,"tags=10%, list=2%, signal=10%","2712",0.321775918075361
"GO-BP","GO:2000191","regulation of fatty acid transport",26,-0.856921369924297,-1.42826392352687,0.0131670093127405,0.783522596560964,0.783522596560964,233,"tags=8%, list=1%, signal=8%","1579/22925",0.380730400722792
"GO-BP","GO:0034341","response to type II interferon",106,0.588524042837239,1.42579830924964,0.0200578746173337,0.914069718488849,0.914069718488848,3293,"tags=25%, list=11%, signal=23%","730249/6347/10410/8519/6772/83666/2633/54625/115361/388646/684/3965/115362/10537/55337/7124/3458/10581/2643/51667/6672/2635/2634/445/163351/5698/6737",0.352487857583619
"GO-BP","GO:0006027","glycosaminoglycan catabolic process",26,-0.855154593826521,-1.42531916960899,0.014170180768353,0.793651459082378,0.793651459082378,390,"tags=8%, list=1%, signal=8%","114771/23553",0.380730400722792
"GO-BP","GO:0051552","flavone metabolic process",3,-0.985611390160962,-1.42529730758114,0.00658767011386181,0.679364111015389,0.679364111015389,313,"tags=67%, list=1%, signal=66%","54575/54658",0.407017918923954
"GO-BP","GO:0032527","protein exit from endoplasmic reticulum",47,-0.789441869980135,-1.42401290762813,0.0188182518131346,0.892349360171221,0.892349360171221,105,"tags=2%, list=0%, signal=2%","123264",0.352487857583619
"GO-BP","GO:2000810","regulation of bicellular tight junction assembly",23,-0.853488500543253,-1.42192528675178,0.0312552395728992,1,1,1539,"tags=22%, list=5%, signal=21%","9076/3605/7082/1830/6591",0.321775918075361
"GO-BP","GO:0001675","acrosome assembly",26,-0.852774180195772,-1.42135164232913,0.0146717672185934,0.806261600423636,0.806261600423636,950,"tags=15%, list=3%, signal=15%","84691/284382/283471/1538",0.380730400722792
"GO-BP","GO:0051865","protein autoubiquitination",74,-0.741838930034659,-1.42117357301224,0.0220115118075376,0.92448349591658,0.92448349591658,164,"tags=3%, list=1%, signal=3%","168433/51666",0.352487857583619
"GO-BP","GO:0051932","synaptic transmission, GABAergic",44,-0.785195311721417,-1.42059460740786,0.0262216059917663,0.988352841228115,0.988352841228115,1093,"tags=23%, list=4%, signal=22%","2563/2569/2566/2557/2560/2555/148/2559/259232/2567",0.352487857583619
"GO-BP","GO:0072710","response to hydroxyurea",10,-0.90221376910358,-1.42036644831389,0.0431778929188256,1,1,731,"tags=10%, list=3%, signal=10%","414301",0.287857117255149
"GO-BP","GO:0002637","regulation of immunoglobulin production",54,0.659077134778725,1.42003352996731,0.0312115528853626,1,1,2309,"tags=13%, list=8%, signal=12%","90865/100141515/3586/3567/3565/6375/7124",0.352487857583619
"GO-BP","GO:0070849","response to epidermal growth factor",48,-0.78367277965881,-1.420016349487,0.0226994791688834,0.938403135825098,0.938403135825098,522,"tags=4%, list=2%, signal=4%","429/6591",0.352487857583619
"GO-BP","GO:0038092","nodal signaling pathway",14,-0.88518765744702,-1.41932411885638,0.0407649624489167,1,1,336,"tags=7%, list=1%, signal=7%","55997",0.321775918075361
"GO-BP","GO:1904862","inhibitory synapse assembly",24,-0.854446064304053,-1.41634723463083,0.0203550273849314,0.914069718488849,0.914069718488848,917,"tags=25%, list=3%, signal=24%","2566/2557/869/2555/2559/2567",0.352487857583619
"GO-BP","GO:0045862","positive regulation of proteolysis",67,-0.761815582004188,-1.4155709153912,0.0196446417190252,0.904680818322326,0.904680818322326,49,"tags=3%, list=0%, signal=3%","6407/7142",0.352487857583619
"GO-BP","GO:1904181","positive regulation of membrane depolarization",15,-0.883170431731166,-1.41406236749714,0.0362398309218466,1,1,1913,"tags=27%, list=7%, signal=25%","54795/3791/3814/4653",0.321775918075361
"GO-BP","GO:0008286","insulin receptor signaling pathway",113,0.576776678804176,1.41351808901372,0.0158725446609243,0.818689145668728,0.818689145668728,2082,"tags=6%, list=7%, signal=6%","2303/9564/3645/858/2888/2865/8651",0.352487857583619
"GO-BP","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway",129,-0.7052705232944,-1.41285601905184,0.0110501531310427,0.741526462732232,0.741526462732232,1160,"tags=5%, list=4%, signal=4%","6258/2104/6943/149563/81285/5241",0.380730400722792
"GO-BP","GO:0043401","steroid hormone receptor signaling pathway",129,-0.7052705232944,-1.41285601905184,0.0110501531310427,0.741526462732232,0.741526462732232,1160,"tags=5%, list=4%, signal=4%","6258/2104/6943/149563/81285/5241",0.380730400722792
"GO-BP","GO:0001893","maternal placenta development",18,-0.868890183688809,-1.41138157800045,0.0408805031446541,1,1,403,"tags=11%, list=1%, signal=11%","8614/6781",0.282013350011725
"GO-BP","GO:0015909","long-chain fatty acid transport",59,-0.762279154701499,-1.41130517328508,0.0274945733690144,0.993072598687166,0.993072598687166,2022,"tags=15%, list=7%, signal=14%","7069/64600/28965/624/2169/56923/2168/22925/84647",0.352487857583619
"GO-BP","GO:0048515","spermatid differentiation",187,-0.677918444587589,-1.41121275421447,0.00748238982369722,0.679364111015389,0.679364111015389,2403,"tags=14%, list=8%, signal=13%","401024/80217/25858/10881/160762/346288/55329/124404/22873/340069/79846/132141/107983988/219681/378807/84691/163589/284382/283471/2712/83893/166863/1538/83942/6407/7142",0.407017918923954
"GO-BP","GO:1903317","regulation of protein maturation",49,-0.774365773354511,-1.41106628248607,0.0316406838423744,1,1,43,"tags=4%, list=0%, signal=4%","7142/26022",0.321775918075361
"GO-BP","GO:0098869","cellular oxidant detoxification",86,-0.722472398939628,-1.40933483542377,0.0352201257861635,1,1,1590,"tags=7%, list=6%, signal=7%","3240/257202/259/2168/337/2880",0.271288554688953
"GO-BP","GO:0062208","positive regulation of pattern recognition receptor signaling pathway",82,0.611099502638597,1.4086584795628,0.0290554084333653,0.999098254901685,0.999098254901685,3427,"tags=16%, list=12%, signal=14%","3929/91543/8638/55601/89870/79132/3430/115362/4481/1956/2634/3304/56829",0.352487857583619
"GO-BP","GO:0035315","hair cell differentiation",26,-0.843771580561159,-1.40634666202713,0.0206908285291622,0.914752419184011,0.914752419184011,1297,"tags=15%, list=5%, signal=15%","1747/7399/11005/10083",0.352487857583619
"GO-BP","GO:0099545","trans-synaptic signaling by trans-synaptic complex",13,-0.887306480261884,-1.4041110075962,0.0392842013495385,1,1,2028,"tags=46%, list=7%, signal=43%","2895/147381/5789/9369/869/57451",0.321775918075361
"GO-BP","GO:0051446","positive regulation of meiotic cell cycle",17,-0.866428870724928,-1.40284389058848,0.0457627118644068,1,1,485,"tags=12%, list=2%, signal=12%","166863/388553",0.276500599254472
"GO-BP","GO:0033194","response to hydroperoxide",15,-0.875850122330181,-1.40234166935049,0.0414582622609116,1,1,100,"tags=7%, list=0%, signal=7%","337",0.321775918075361
"GO-BP","GO:0001570","vasculogenesis",51,-0.759679734771757,-1.40189936182388,0.0433681040918212,1,1,1504,"tags=16%, list=5%, signal=15%","187/3791/7477/54345/3037/2013/6910/51666",0.321775918075361
"GO-BP","GO:0042755","eating behavior",28,-0.825918542672655,-1.40046018163655,0.0421052631578947,1,1,1154,"tags=14%, list=4%, signal=14%","4852/155/390259/4986",0.271288554688953
"GO-BP","GO:0051492","regulation of stress fiber assembly",84,-0.720928043230073,-1.40002696424579,0.0209558560569159,0.919555474736312,0.919555474736312,2514,"tags=10%, list=9%, signal=9%","79933/6422/4070/22998/79822/7082/4653/22899",0.352487857583619
"GO-BP","GO:0010765","positive regulation of sodium ion transport",29,-0.833049687447411,-1.39859394461265,0.0215592429906585,0.92448349591658,0.92448349591658,1853,"tags=14%, list=6%, signal=13%","65267/4842/5349/53828",0.352487857583619
"GO-BP","GO:0032892","positive regulation of organic acid transport",35,-0.808869673209006,-1.39759253700712,0.0385185185185185,1,1,805,"tags=9%, list=3%, signal=8%","552/1579/22925",0.282013350011725
"GO-BP","GO:0010954","positive regulation of protein processing",23,-0.838444373724933,-1.3968615344851,0.045203590332863,1,1,43,"tags=4%, list=0%, signal=4%","7142",0.321775918075361
"GO-BP","GO:0006275","regulation of DNA replication",122,-0.700098907330111,-1.39581333364816,0.0239492770015509,0.938403135825098,0.938403135825098,448,"tags=2%, list=2%, signal=2%","2736/345643/647309",0.352487857583619
"GO-BP","GO:0007214","gamma-aminobutyric acid signaling pathway",20,-0.854751823730955,-1.39343209459524,0.0415335463258786,1,1,1093,"tags=40%, list=4%, signal=39%","2563/2569/2566/2557/2560/2555/2559/2567",0.282013350011725
"GO-BP","GO:1905477","positive regulation of protein localization to membrane",85,-0.712252331517313,-1.39313339760649,0.0290526141843339,0.999098254901685,0.999098254901685,726,"tags=5%, list=3%, signal=5%","1830/2042/10369/284217",0.352487857583619
"GO-BP","GO:0019646","aerobic electron transport chain",88,-0.721411371729355,-1.39285786986099,0.0218986322598067,0.92448349591658,0.92448349591658,24,"tags=1%, list=0%, signal=1%","341947",0.352487857583619
"GO-BP","GO:0006026","aminoglycan catabolic process",32,-0.812327706408941,-1.39142513265435,0.0290272230391368,0.999098254901685,0.999098254901685,390,"tags=6%, list=1%, signal=6%","114771/23553",0.352487857583619
"GO-BP","GO:0048736","appendage development",88,-0.720324703481269,-1.39075979589018,0.0218986322598067,0.92448349591658,0.92448349591658,1495,"tags=12%, list=5%, signal=12%","340419/5307/7291/6909/7473/6910/3890/27164/3207/130497/6299",0.352487857583619
"GO-BP","GO:0060173","limb development",88,-0.720324703481269,-1.39075979589018,0.0218986322598067,0.92448349591658,0.92448349591658,1495,"tags=12%, list=5%, signal=12%","340419/5307/7291/6909/7473/6910/3890/27164/3207/130497/6299",0.352487857583619
"GO-BP","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator",36,-0.792316096980958,-1.39012972617867,0.0367751060820368,1,1,1190,"tags=8%, list=4%, signal=8%","7291/6591/22925",0.282013350011725
"GO-BP","GO:0070613","regulation of protein processing",46,-0.778977531804032,-1.39005900672737,0.0364656381486676,1,1,43,"tags=4%, list=0%, signal=4%","7142/26022",0.282013350011725
"GO-BP","GO:0010507","negative regulation of autophagy",86,0.59753690336539,1.38893733798974,0.0381560623149675,1,1,1542,"tags=6%, list=5%, signal=6%","2626/4233/3586/92196/26471",0.321775918075361
"GO-BP","GO:0048705","skeletal system morphogenesis",99,-0.70322166608594,-1.3881954955888,0.0179546877297054,0.879779698755564,0.879779698755564,2302,"tags=16%, list=8%, signal=15%","6899/2201/116039/158326/59341/3227/3219/4880/6495/7291/3225/3237/3235/3207/130497/6781",0.352487857583619
"GO-BP","GO:0007143","female meiotic nuclear division",26,-0.832657235178454,-1.3878219535756,0.0476900149031297,1,1,485,"tags=8%, list=2%, signal=8%","166863/391714",0.252961123069611
"GO-BP","GO:0042773","ATP synthesis coupled electron transport",93,-0.712483033492434,-1.38542650903707,0.0277431743005866,0.993072598687166,0.993072598687166,24,"tags=1%, list=0%, signal=1%","341947",0.352487857583619
"GO-BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport",93,-0.712483033492434,-1.38542650903707,0.0277431743005866,0.993072598687166,0.993072598687166,24,"tags=1%, list=0%, signal=1%","341947",0.352487857583619
"GO-BP","GO:0042733","embryonic digit morphogenesis",23,-0.83003687329735,-1.38285450633095,0.043613707165109,1,1,2910,"tags=35%, list=10%, signal=31%","27152/6926/4487/116039/7291/6909/130497/6299",0.271288554688953
"GO-BP","GO:0072678","T cell migration",66,0.612832869614597,1.3818631545182,0.0483537024567339,1,1,3333,"tags=17%, list=12%, signal=15%","6387/6347/3627/6373/3965/969/6375/6364/347/2838/326",0.321775918075361
"GO-BP","GO:1903319","positive regulation of protein maturation",24,-0.832943373923182,-1.38070393620582,0.0477657935285054,1,1,43,"tags=4%, list=0%, signal=4%","7142",0.257206466468838
"GO-BP","GO:0070897","transcription preinitiation complex assembly",76,-0.718287431366977,-1.37556374979322,0.0439276485788114,1,1,415,"tags=3%, list=1%, signal=3%","112488747/112488746",0.245041785430996
"GO-BP","GO:0030038","contractile actin filament bundle assembly",100,-0.698506796112109,-1.37529004987639,0.0282313794270152,0.993072598687166,0.993072598687166,2514,"tags=8%, list=9%, signal=7%","79933/6422/4070/22998/79822/7082/4653/22899",0.352487857583619
"GO-BP","GO:0043149","stress fiber assembly",100,-0.698506796112109,-1.37529004987639,0.0282313794270152,0.993072598687166,0.993072598687166,2514,"tags=8%, list=9%, signal=7%","79933/6422/4070/22998/79822/7082/4653/22899",0.352487857583619
"GO-BP","GO:2000736","regulation of stem cell differentiation",70,-0.719351068058182,-1.3740044780935,0.0377604166666667,1,1,1840,"tags=9%, list=6%, signal=8%","4070/221662/7473/6910/2668/6939",0.266350657088526
"GO-BP","GO:0061138","morphogenesis of a branching epithelium",76,-0.716115683697657,-1.37140472203197,0.0465116279069767,1,1,1840,"tags=20%, list=6%, signal=19%","4070/5076/3791/5314/6495/6909/9353/1909/6943/9723/2736/3237/3207/6299/2668",0.237793834423688
"GO-BP","GO:0086065","cell communication involved in cardiac conduction",53,-0.751749595202763,-1.37138018970441,0.0461329715061058,1,1,1998,"tags=23%, list=7%, signal=21%","287/54795/1829/10052/29119/3760/477/9096/781/6910/348980/10345",0.245041785430996
"GO-BP","GO:0007286","spermatid development",179,-0.666486098204101,-1.37110919324168,0.0140723343867833,0.793651459082378,0.793651459082378,2403,"tags=14%, list=8%, signal=13%","401024/80217/25858/10881/160762/346288/55329/124404/22873/340069/79846/132141/107983988/219681/378807/84691/163589/284382/283471/2712/83893/1538/83942/6407/7142",0.380730400722792
"GO-BP","GO:1901264","carbohydrate derivative transport",90,0.582442337236765,1.37082048984212,0.0439498026949829,1,1,857,"tags=4%, list=3%, signal=4%","54346/3929/6523/134",0.321775918075361
"GO-BP","GO:0032231","regulation of actin filament bundle assembly",98,-0.700965180974711,-1.37035580284997,0.0343511450381679,1,1,2514,"tags=10%, list=9%, signal=9%","79933/6422/4070/6376/50944/22998/79822/7082/4653/22899",0.276500599254472
"GO-BP","GO:0048754","branching morphogenesis of an epithelial tube",72,-0.719653847698778,-1.36955065316755,0.0390117035110533,1,1,1840,"tags=21%, list=6%, signal=20%","4070/5076/3791/5314/6495/6909/9353/1909/6943/9723/2736/3237/3207/6299/2668",0.261663521711573
"GO-BP","GO:0035150","regulation of tube size",118,-0.691956393612259,-1.36835344237626,0.0320197044334975,1,1,2405,"tags=16%, list=8%, signal=15%","3827/3952/4313/1373/54795/112/407048/4880/4842/3363/624/1909/79987/552/155/146/148/3352/1812",0.282013350011725
"GO-BP","GO:0035296","regulation of tube diameter",118,-0.691956393612259,-1.36835344237626,0.0320197044334975,1,1,2405,"tags=16%, list=8%, signal=15%","3827/3952/4313/1373/54795/112/407048/4880/4842/3363/624/1909/79987/552/155/146/148/3352/1812",0.282013350011725
"GO-BP","GO:0097746","blood vessel diameter maintenance",118,-0.691956393612259,-1.36835344237626,0.0320197044334975,1,1,2405,"tags=16%, list=8%, signal=15%","3827/3952/4313/1373/54795/112/407048/4880/4842/3363/624/1909/79987/552/155/146/148/3352/1812",0.282013350011725
"GO-BP","GO:0060765","regulation of androgen receptor signaling pathway",30,-0.802774807029666,-1.36759612008496,0.0489614243323442,1,1,2208,"tags=10%, list=8%, signal=9%","6422/8284/6943",0.248911114434702
"GO-BP","GO:0035725","sodium ion transmembrane transport",178,-0.655102188195037,-1.36698851727764,0.0283587421905439,0.993072598687166,0.993072598687166,1959,"tags=13%, list=7%, signal=13%","55089/54795/25769/6538/65267/6557/357/6332/389015/4842/2903/255738/477/6527/2257/728215/5349/11254/348980/160728/130497/259232/40/53828",0.352487857583619
"GO-BP","GO:0035821","modulation of process of another organism",112,0.553703121489797,1.36291074887631,0.0413237027848855,1,1,3536,"tags=16%, list=12%, signal=14%","85569/6355/2192/3429/11074/4061/858/10410/8519/85363/51176/10581/10107/4583/407007/7706/6590/3440",0.321775918075361
"GO-BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator",72,-0.714971389226806,-1.36063961339582,0.0481144343302991,1,1,1445,"tags=7%, list=5%, signal=7%","27330/7291/2765/6591/22925",0.234392647294686
"GO-BP","GO:0071248","cellular response to metal ion",151,0.533179531657742,1.3603056291802,0.0239578821015163,0.938403135825098,0.938403135825098,1436,"tags=12%, list=5%, signal=11%","4499/4496/4489/4490/4495/4501/4493/4502/3736/84560/4761/2978/645745/4494/4504/9362/1584/1543",0.352487857583619
"GO-BP","GO:0062197","cellular response to chemical stress",295,-0.631711338797553,-1.35455545436961,0.00901975758159019,0.712281770718761,0.712281770718761,1926,"tags=5%, list=7%, signal=4%","59341/65267/407048/6332/257202/117/1421/1909/259/5563/2168/337/2880/22925",0.380730400722792
"GO-BP","GO:0051607","defense response to virus",295,0.490885581389457,1.35261482316919,0.00227184589501705,0.443508621316769,0.443508621316769,3938,"tags=30%, list=14%, signal=26%","730249/1755/282617/439996/10964/3627/3437/91543/3434/11274/8638/3429/9636/2537/4940/4599/4938/51191/3433/4939/11074/55601/10410/3665/117854/5610/89870/8519/6772/83666/2633/79132/4600/5359/81030/24138/64108/10346/6773/23586/91351/388646/3669/64135/56832/684/4343/9447/151636/5371/115362/51251/85363/200315/246778/10379/55337/7124/3428/282616/7098/9582/3458/103/10581/2635/200316/2634/57169/81622/7706/51561/5366/60489/6737/25939/56829/81844/27350/338376/3440/4277/3445/164668/3663/64343/84166/53840",0.431707695803346
"GO-BP","GO:0001837","epithelial to mesenchymal transition",165,-0.659186051764376,-1.35255491298867,0.0318167413836419,1,1,2343,"tags=9%, list=8%, signal=8%","406980/4487/6422/145258/1829/2295/7291/3037/1909/2013/3170/6910/2042/6591/10630",0.321775918075361
"GO-BP","GO:0048863","stem cell differentiation",183,-0.646476425888522,-1.34751541405992,0.0318906605922551,1,1,1946,"tags=11%, list=7%, signal=11%","6862/4070/5076/145258/79727/9037/4902/2487/221662/93649/6495/6909/7473/1909/2257/6910/9723/6591/130497/2668/6939",0.271288554688953
"GO-BP","GO:2000241","regulation of reproductive process",135,-0.666420977333816,-1.34480092152696,0.0331360946745562,1,1,1513,"tags=8%, list=5%, signal=8%","4880/2741/3624/79846/136541/132141/283471/166863/6736/388553/6407",0.271288554688953
"GO-BP","GO:0006641","triglyceride metabolic process",92,-0.69134463393744,-1.34469070197951,0.0435865504358655,1,1,2240,"tags=13%, list=8%, signal=12%","4023/344/1373/7069/116255/80168/2169/2712/2173/150379/2168/337",0.241339976815091
"GO-BP","GO:0071383","cellular response to steroid hormone stimulus",189,-0.644759351214801,-1.34445722332709,0.0239327763643921,0.938403135825098,0.938403135825098,1267,"tags=6%, list=4%, signal=6%","7035/6258/6909/477/2104/6943/54575/6781/149563/81285/5241/54658",0.352487857583619
"GO-BP","GO:0007281","germ cell development",272,-0.632258768993603,-1.34078622463675,0.0222437551659077,0.927611917557004,0.927611917557004,2403,"tags=13%, list=8%, signal=12%","401024/347688/80217/25858/10881/160762/346288/55329/124404/22873/3593/340069/4880/283677/79846/1618/140690/132141/107983988/219681/326340/378807/84691/163589/1909/284382/283471/2712/83893/166863/1538/83942/388553/54937/6407/7142",0.352487857583619
"GO-BP","GO:0010565","regulation of ketone metabolic process",125,-0.659001168123743,-1.3294559262362,0.0473372781065089,1,1,2385,"tags=10%, list=8%, signal=10%","50487/10891/344/407039/8647/768218/33/7291/27120/552/54575/337/54658",0.224966093540314
"GO-BP","GO:0007043","cell-cell junction assembly",135,-0.657330417569314,-1.32645667132433,0.0414201183431953,1,1,2033,"tags=16%, list=7%, signal=15%","1013/287/59341/2706/1829/286676/9076/187/10052/3605/9074/64405/2705/1004/7082/1830/28513/6910/1006/6591/1009",0.241339976815091
"GO-BP","GO:0022412","cellular process involved in reproduction in multicellular organism",305,-0.617999950073516,-1.32287146988941,0.0141723474836139,0.793651459082378,0.793651459082378,2433,"tags=13%, list=8%, signal=12%","729201/401024/347688/80217/25858/10881/160762/346288/55329/124404/22873/3593/340069/4880/3624/283677/79846/1618/140690/132141/107983988/339168/219681/326340/378807/84691/163589/1909/57151/284382/283471/2712/83893/166863/1538/83942/388553/54937/6407/7142",0.380730400722792
