"Database","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO-BP",NA,NA,"GO:0008285","negative regulation of cell population proliferation","15/159","476/14135",0.0315126050420168,2.80145076898684,4.26438180338151,0.000310555279359336,0.0189295936372708,0.0189295936372708,"IFITM1/IFI35/EIF2AK2/NGFR/CDKN1A/LGALS9/NMI/BRCA2/PDCD1LG2/STAT1/CCL2/CD274/PARP10/IFIT3/PML",15
"GO-BP",NA,NA,"GO:0060761","negative regulation of response to cytokine stimulus","6/159","82/14135",0.0731707317073171,6.50483202945237,5.33219636487013,0.000318976827321143,0.019221978582773,0.019221978582773,"PARP14/OAS1/STAT2/USP18/ISG15/OAS3",6
"GO-BP",NA,NA,"GO:0046007","negative regulation of activated T cell proliferation","3/159","13/14135",0.230769230769231,20.5152394775036,7.5082222086466,0.000367706641373891,0.021909531676469,0.021909531676469,"LGALS9/PDCD1LG2/CD274",3
"GO-BP",NA,NA,"GO:0050860","negative regulation of T cell receptor signaling pathway","4/159","32/14135",0.125,11.1124213836478,6.10821132948933,0.000433693084538486,0.0255541603034177,0.0255541603034177,"GBP1/PDCD1LG2/LAG3/CD274",4
"GO-BP",NA,NA,"GO:0007259","cell surface receptor signaling pathway via JAK-STAT","7/159","122/14135",0.0573770491803279,5.10078358593669,4.8520008078526,0.000453381029951292,0.0264206549651836,0.0264206549651836,"PARP14/PARP9/NMI/STAT1/SOCS1/CCL2/STAT2",7
"GO-BP",NA,NA,"GO:0071605","monocyte chemotactic protein-1 production","3/159","14/14135",0.214285714285714,19.0498652291105,7.20684056763753,0.000464135322598385,0.026465694792895,0.026465694792895,"LGALS9/OAS1/OAS3",3
"GO-BP",NA,NA,"GO:0071637","regulation of monocyte chemotactic protein-1 production","3/159","14/14135",0.214285714285714,19.0498652291105,7.20684056763753,0.000464135322598385,0.026465694792895,0.026465694792895,"LGALS9/OAS1/OAS3",3
"GO-BP",NA,NA,"GO:0016553","base conversion or substitution editing","3/159","15/14135",0.2,17.7798742138365,6.93516250216188,0.000575392619450596,0.0324607134143246,0.0324607134143246,"APOBEC3B/APOBEC3A/ADAR",3
"GO-BP",NA,NA,"GO:0097191","extrinsic apoptotic signaling pathway","8/159","168/14135",0.0476190476190476,4.23330338424678,4.49665109257857,0.000624747665475525,0.0348740723159653,0.0348740723159653,"BCL2L14/NGFR/ATF3/IFI27/TNFSF10/TNFSF15/IFI6/PML",8
"GO-BP",NA,NA,"GO:0002704","negative regulation of leukocyte mediated immunity","5/159","62/14135",0.0806451612903226,7.16930411848245,5.19252193812273,0.000652674652877271,0.0360534758771684,0.0360534758771684,"BST2/LGALS9/LAG3/CD274/SERPINB9",5
"GO-BP",NA,NA,"GO:2001235","positive regulation of apoptotic signaling pathway","6/159","95/14135",0.0631578947368421,5.61469712015889,4.81350148722478,0.000702372277291718,0.0383987648090513,0.0383987648090513,"BCL2L14/SEPTIN4/ATF3/TNFSF10/TNFSF15/PML",6
"GO-BP",NA,NA,"GO:0050729","positive regulation of inflammatory response","7/159","132/14135",0.053030303030303,4.7143605870021,4.57298885821906,0.000726564777939848,0.0393160511981124,0.0393160511981124,"IFI35/GBP5/GBP1/NMI/FFAR2/ZBP1/AIM2",7
"GO-BP",NA,NA,"GO:0001562","response to protozoan","3/159","17/14135",0.176470588235294,15.6881243063263,6.46314457609546,0.000845837027588016,0.0448547375729925,0.0448547375729925,"GBP4/GBP1/BATF2",3
"GO-BP",NA,NA,"GO:0042832","defense response to protozoan","3/159","17/14135",0.176470588235294,15.6881243063263,6.46314457609546,0.000845837027588016,0.0448547375729925,0.0448547375729925,"GBP4/GBP1/BATF2",3
"GO-BP",NA,NA,"GO:0002698","negative regulation of immune effector process","6/159","99/14135",0.0606060606060606,5.38784067085954,4.67289934645696,0.000872853679774117,0.0458291392459618,0.0458291392459618,"SERPING1/BST2/LGALS9/LAG3/CD274/SERPINB9",6
